ID	url	title	snippet
2.51	http://www.muharremtac.com	Taç, Muharrem	Bilişim hakkında bir kişisel site. Çeşitli programlama ortamları hakkında bilgiler.
2.52	http://www.suleymancalik.com	Çalık, Süleyman	C, C++, C#, JAVA ve .NET ile ilgili makaleler, ilgi çekici ve gerekli bilgilerin yanında genel teknoloji ve robotik ile ilgili yazılar içeren bir blog.
2.53	http://www.aokocax.net	Koca, Ahmet Oğuz	Asp.net hakkında yazılar ve özellikle ado.net ile ilgili bilgiler bulunmaktadır.
2.54	http://www.mehmetduran.com	Duran, Mehmet	Asp.net, Jquery, Ajax ve veritabanı konularında örnek uygulamalar, kodlamalar ile yazarın hayatında yer alan gelişmeleri takip edebilirsiniz.
2.55	http://www.oguzozkeroglu.com/	Özkeroğlu, Oğuz	Java, C#, Php, C/C++ ve Python hakkındaki çalışmalarının bulunduğu kişisel web sitesidir.
2.56	http://daron.yondem.com/	Yöndem, Daron	ASP.NET ve ilgili birçok konuda (linq, ajax ve benzerleri) çeşitli incelemeler. ASP.NET 3.5 hakkında çeşitli yazılar ve Silverlight deneyimi yazıları vardır. Sitede özellikle Silverlight hakkında sorun çözümleri ve uygulamalar bulunabilir.
2.57	http://eezgu.blogspot.com/	Ezgü, Eren	İnternet programlama alanında PHP, MySQL, JavaScript, Jquery hakkında yazılar ve örnek kodlar içeren bir site.
2.58	http://hasan-bozkurt.blogspot.com	Bozkurt, Hasan	C#.net, C# kodları ve C# ile ilgili makaleler yer almaktadır.
2.59	http://www.muratcileli.com.tr	Çileli, Murat	Murat Çileli'nin programlama ve yaşam üzerine yazdığı blog'u.
2.60	http://www.esintibilisim.com	Özban, Erdal	Css, Php, Linux ve Delphi konusunda ipuçlarının yer aldığı sitede; yazarın çeşitli programlarına da ulaşılabiliyor.
2.61	http://www.ayrilmaz.com	Ayrılmaz, Emre	asp.net ipuçları yayınlanan sitede yazarın bir e-kitap çalışması da bulunuyor.
2.62	http://www.mehmetaydin.com	Aydın, Mehmet	.net incelemeleri, ipuçları özellikle Biztalk ve Sharepoint konusunda yazılar bulunmaktadır.
2.63	http://www.aspnedir.com/	ASP Nedir	ASP kurulumu, makaleler, haberler ve .NET teknolojileri üzerine örnek programlar.
2.64	http://www.maxiasp.com/	MaxiASP	Hazır kodlar, kaynaklar, kitap önerileri ve kod yazmak için gerekli programlar.
2.65	http://www.aspindir.com/	Asp İndir	Kategorilere ayrılmış hazır kod ve örnek uygulamalar.
2.66	http://www.capraz.net/	Capraz.net	Asp, sql ve asp.net hakkında dersler, kategorilere ayrılmış örnek kodlar.
2.67	http://www.asprehberi.net/	ASPRehberi.Net	ASP ve ASP.Net hakkında makale ve hazır kodlar.
2.68	http://www.ipucu.web.tr	İpucu	Örnek ASP, PHP ve Javascript kodları.
2.69	http://www.aspogren.net	ASP Öğren	ASP hakkında makaleler, hazır kodlar ve uygulamalar.
2.70	http://www.kahvebahane.8m.com/	Haftalık Delphi Gazetesi	Delphi üzerine bir arşiv. Ağustos 2000'den beri yenilenmemiş.
2.71	http://www.delphiturk.com/	Delphi Türk	Delphi programcılarına karşılaştıkları problemleri aktarabildikleri, programcılık deneyimlerini geliştirebilecekleri bir zemin sunuyor.
2.72	http://www.delphikitabi.com/	Delphi Kitabı	Türkçe, profesyonel Delphi kitabı.
2.73	http://www.mussimsek.com/	Delphi Sitesi	Dosyalar, ipuçları, bileşenler ve örnek programlar.
2.74	http://www.delphiturkiye.com/	Delphi Türkiye	Delphi için Türkçe kaynak, makaleler ve örnek programlar.
2.75	http://www.delphidunyasi.net	Delphi Dünyası	Delphi programa dili hakkında kapsamlı bilgiler içeren bir forum.
2.76	http://www.delphimweb.com/	Delphimweb	Delphi ile ilgili makaleler içeriyor.
2.77	http://www.dotnetturk.com/	DotNet Türk	C# ve .Net teknolojisi ile ilgili bilgiler ve örnek kodlar.
2.78	http://www.csharpnedir.com	C# Nedir	C/C++/C# ve .NET ile ilgili Türkçe kaynak sitesi.
2.79	http://www.csharpturk.net	C#Türk	Türkçe C# dersleri, temel seviye makaleler, örnekler ve forum.
2.80	http://www.cediyez.com	CeDiyez	Türkçe C#, SQL, yazılım kaynak kod paylaşımı, makale ve ipuçlarıyla yazılım eğitimi ve gelişimi.
2.81	http://www.kemalunsal.com/htm/html/index.html	HTML Notları	HTML ve CSS ile web sitesi oluşturmak isteyenler için başlangıç düzeyinde ders notları.
