subTopicID	docID
6.1	6.51
6.1	6.52
6.1	6.53
6.2	6.54
6.2	6.55
6.2	6.56
6.2	6.57
6.2	6.58
6.2	6.59
6.2	6.60
6.2	6.61
6.2	6.62
6.2	6.63
6.2	6.64
6.2	6.65
6.3	6.66
6.3	6.67
6.3	6.68
6.3	6.69
6.3	6.70
6.3	6.71
6.3	6.72
6.3	6.73
6.4	6.74
6.4	6.75
6.4	6.76
6.4	6.77
6.4	6.78
6.4	6.79
6.4	6.80
6.4	6.81
6.5	6.82
6.5	6.83
6.5	6.84
6.5	6.85
6.5	6.86
6.5	6.87
6.5	6.88
6.6	6.89
6.6	6.90
6.6	6.91
6.6	6.92
6.6	6.93
6.7	6.94
6.7	6.95
6.7	6.96
6.7	6.97
7.1	7.1
7.1	7.2
7.1	7.3
7.1	7.4
7.1	7.5
7.1	7.6
7.1	7.7
7.1	7.8
7.1	7.9
7.1	7.10
7.1	7.11
7.1	7.12
7.1	7.13
7.1	7.14
7.1	7.15
7.1	7.16
7.1	7.17
7.1	7.18
7.1	7.19
7.1	7.20
7.1	7.21
7.1	7.22
7.1	7.23
7.1	7.24
7.1	7.25
7.1	7.26
7.1	7.27
7.1	7.28
7.1	7.29
7.1	7.30
7.2	7.31
7.2	7.32
7.2	7.33
7.2	7.34
7.2	7.35
7.2	7.36
7.2	7.37
7.2	7.38
7.2	7.39
7.2	7.40
7.2	7.41
7.2	7.42
7.2	7.43
7.2	7.44
7.2	7.45
7.2	7.46
7.2	7.47
7.2	7.48
7.2	7.49
7.2	7.50
7.2	7.51
7.2	7.52
7.2	7.53
7.2	7.54
7.2	7.55
7.2	7.56
7.2	7.57
7.2	7.58
7.2	7.59
7.3	7.60
7.3	7.61
7.3	7.62
7.3	7.63
7.3	7.64
7.3	7.65
7.3	7.66
7.3	7.67
7.3	7.68
7.3	7.69
7.3	7.70
7.3	7.71
7.3	7.72
7.3	7.73
7.3	7.74
7.4	7.75
7.4	7.76
7.4	7.77
7.4	7.78
7.4	7.79
7.4	7.80
7.4	7.81
7.4	7.82
7.4	7.83
7.4	7.84
7.4	7.85
7.4	7.86
7.4	7.87
7.5	7.88
7.5	7.89
7.5	7.90
7.5	7.91
7.5	7.92
7.5	7.93
7.6	7.94
7.6	7.95
7.6	7.96
7.6	7.97
7.7	7.98
7.7	7.99
7.7	7.100
7.7	7.101
8.1	8.1
8.1	8.2
8.1	8.3
8.1	8.4
8.1	8.5
8.1	8.6
8.1	8.7
8.1	8.8
8.1	8.9
8.1	8.10
8.1	8.11
8.1	8.12
8.1	8.13
8.1	8.14
8.1	8.15
8.1	8.16
8.1	8.17
8.1	8.18
8.1	8.19
8.1	8.20
8.1	8.21
8.1	8.22
8.1	8.23
8.1	8.24
8.1	8.25
8.1	8.26
8.1	8.27
8.1	8.28
8.1	8.29
8.1	8.30
8.1	8.31
8.1	8.32
8.1	8.33
8.1	8.34
8.1	8.35
8.1	8.36
8.1	8.37
8.1	8.38
8.1	8.39
8.1	8.40
8.1	8.41
8.1	8.42
8.1	8.43
8.2	8.44
8.2	8.45
8.2	8.46
8.2	8.47
8.2	8.48
8.2	8.49
8.2	8.50
8.2	8.51
8.2	8.52
8.2	8.53
8.2	8.54
8.2	8.55
8.2	8.56
8.2	8.57
8.2	8.58
8.2	8.59
8.2	8.60
8.2	8.61
8.2	8.62
8.2	8.63
8.2	8.64
8.2	8.65
8.3	8.66
8.3	8.67
8.3	8.68
8.3	8.69
8.3	8.70
8.3	8.71
8.3	8.72
8.4	8.73
8.4	8.74
8.4	8.75
8.4	8.76
8.4	8.77
8.4	8.78
8.5	8.79
8.5	8.80
8.5	8.81
8.5	8.82
8.5	8.83
8.6	8.84
8.6	8.85
8.6	8.86
8.6	8.87
8.7	8.88
8.7	8.89
8.7	8.90
8.7	8.91
8.8	8.92
8.8	8.93
8.8	8.94
8.8	8.95
8.9	8.96
8.9	8.97
8.9	8.98
8.9	8.99
8.10	8.100
8.10	8.101
8.10	8.102
8.10	8.103
9.1	9.1
9.1	9.2
9.1	9.3
9.1	9.4
9.1	9.5
9.1	9.6
9.1	9.7
9.1	9.8
9.1	9.9
9.1	9.10
9.1	9.11
9.1	9.12
9.1	9.13
9.1	9.14
9.1	9.15
9.1	9.16
9.1	9.17
9.1	9.18
9.2	9.19
9.2	9.20
9.2	9.21
9.2	9.22
9.2	9.23
9.2	9.24
9.2	9.25
9.2	9.26
9.2	9.27
9.2	9.28
9.2	9.29
9.2	9.30
9.2	9.31
9.2	9.32
9.2	9.33
9.2	9.34
9.3	9.35
9.3	9.36
9.3	9.37
9.3	9.38
9.3	9.39
9.3	9.40
9.3	9.41
9.3	9.42
9.3	9.43
9.3	9.44
9.3	9.45
9.3	9.46
9.3	9.47
9.4	9.48
9.4	9.49
9.4	9.50
9.4	9.51
9.4	9.52
9.4	9.53
9.4	9.54
9.5	9.55
9.5	9.56
9.5	9.57
9.5	9.58
9.5	9.59
9.5	9.60
9.5	9.61
9.6	9.62
9.6	9.63
9.6	9.64
9.6	9.65
9.6	9.66
9.6	9.67
9.6	9.68
9.7	9.69
9.7	9.70
9.7	9.71
9.7	9.72
9.7	9.73
9.7	9.74
9.8	9.75
9.8	9.76
9.8	9.77
9.8	9.78
9.8	9.79
9.8	9.80
9.9	9.81
9.9	9.82
9.9	9.83
9.9	9.84
9.9	9.85
9.10	9.86
9.10	9.87
9.10	9.88
9.10	9.89
10.1	10.1
10.1	10.2
10.1	10.3
10.1	10.4
10.1	10.5
10.1	10.6
10.1	10.7
10.1	10.8
10.1	10.9
10.1	10.10
10.1	10.11
10.1	10.12
10.1	10.13
10.1	10.14
10.1	10.15
10.1	10.16
10.1	10.17
10.1	10.18
10.1	10.19
10.1	10.20
10.1	10.21
10.1	10.22
10.1	10.23
10.1	10.24
10.1	10.25
10.1	10.26
10.1	10.27
10.1	10.28
10.1	10.29
10.1	10.30
10.1	10.31
10.1	10.32
10.1	10.33
10.1	10.34
10.1	10.35
10.1	10.36
10.1	10.37
10.1	10.38
10.1	10.39
10.1	10.40
10.1	10.41
10.1	10.42
10.1	10.43
10.1	10.44
10.1	10.45
10.1	10.46
10.1	10.47
10.1	10.48
10.1	10.49
10.1	10.50
10.1	10.51
10.1	10.52
10.1	10.53
10.1	10.54
10.1	10.55
10.1	10.56
10.1	10.57
10.1	10.58
10.1	10.59
10.1	10.60
10.2	10.61
10.2	10.62
10.2	10.63
10.2	10.64
10.2	10.65
10.2	10.66
10.2	10.67
10.2	10.68
10.2	10.69
10.2	10.70
10.2	10.71
10.2	10.72
10.2	10.73
10.2	10.74
10.2	10.75
10.2	10.76
10.3	10.77
10.3	10.78
10.3	10.79
10.3	10.80
10.3	10.81
10.3	10.82
10.3	10.83
10.3	10.84
10.3	10.85
10.3	10.86
10.3	10.87
10.4	10.88
10.4	10.89
10.4	10.90
10.4	10.91
10.4	10.92
10.5	10.93
10.5	10.94
10.5	10.95
10.5	10.96
10.5	10.97
10.6	10.98
10.6	10.99
10.6	10.100
10.6	10.101
11.1	11.1
11.1	11.2
11.1	11.3
11.1	11.4
11.1	11.5
11.1	11.6
11.1	11.7
11.1	11.8
11.1	11.9
11.1	11.10
11.1	11.11
11.1	11.12
11.1	11.13
11.1	11.14
11.1	11.15
11.1	11.16
11.1	11.17
11.1	11.18
11.1	11.19
11.1	11.20
11.1	11.21
11.1	11.22
11.1	11.23
11.1	11.24
11.1	11.25
11.1	11.26
11.1	11.27
11.1	11.28
11.1	11.29
11.1	11.30
11.1	11.31
11.1	11.32
11.1	11.33
11.1	11.34
11.1	11.35
11.1	11.36
11.1	11.37
11.1	11.38
11.1	11.39
11.1	11.40
11.1	11.41
11.1	11.42
11.1	11.43
11.1	11.44
11.1	11.45
11.1	11.46
11.1	11.47
11.1	11.48
11.1	11.49
11.1	11.50
11.1	11.51
11.1	11.52
11.1	11.53
11.1	11.54
11.1	11.55
11.1	11.56
11.1	11.57
11.1	11.58
11.1	11.59
11.1	11.60
11.1	11.61
11.1	11.62
11.1	11.63
11.1	11.64
11.2	11.65
11.2	11.66
11.2	11.67
11.2	11.68
11.2	11.69
11.2	11.70
11.2	11.71
11.2	11.72
11.2	11.73
11.2	11.74
11.2	11.75
11.2	11.76
11.2	11.77
11.3	11.78
11.3	11.79
11.3	11.80
11.3	11.81
11.3	11.82
11.3	11.83
11.3	11.84
11.4	11.85
11.4	11.86
11.4	11.87
11.4	11.88
11.4	11.89
11.4	11.90
11.5	11.91
11.5	11.92
11.5	11.93
11.5	11.94
11.6	11.95
11.6	11.96
11.6	11.97
11.6	11.98
12.1	12.1
12.1	12.2
12.1	12.3
12.1	12.4
12.1	12.5
12.1	12.6
12.1	12.7
12.1	12.8
12.1	12.9
12.1	12.10
12.1	12.11
12.1	12.12
12.1	12.13
12.1	12.14
12.1	12.15
12.1	12.16
12.1	12.17
12.1	12.18
12.1	12.19
12.1	12.20
12.1	12.21
12.1	12.22
12.1	12.23
12.2	12.24
12.2	12.25
12.2	12.26
12.2	12.27
12.2	12.28
12.2	12.29
12.2	12.30
12.2	12.31
12.2	12.32
12.2	12.33
12.2	12.34
12.2	12.35
12.2	12.36
12.2	12.37
12.2	12.38
12.2	12.39
12.2	12.40
12.3	12.41
12.3	12.42
12.3	12.43
12.3	12.44
12.3	12.45
12.3	12.46
12.3	12.47
12.3	12.48
12.3	12.49
12.3	12.50
12.3	12.51
12.3	12.52
12.3	12.53
12.3	12.54
12.3	12.55
12.4	12.56
12.4	12.57
12.4	12.58
12.4	12.59
12.4	12.60
12.4	12.61
12.4	12.62
12.4	12.63
12.4	12.64
12.4	12.65
12.4	12.66
12.4	12.67
12.5	12.68
12.5	12.69
12.5	12.70
12.5	12.71
12.5	12.72
12.5	12.73
12.5	12.74
12.5	12.75
12.6	12.76
12.6	12.77
12.6	12.78
12.6	12.79
12.6	12.80
12.6	12.81
12.6	12.82
12.6	12.83
12.7	12.84
12.7	12.85
12.7	12.86
12.7	12.87
12.7	12.88
12.8	12.89
12.8	12.90
12.8	12.91
12.8	12.92
12.9	12.93
12.9	12.94
12.9	12.95
12.9	12.96
13.1	13.1
13.1	13.2
13.1	13.3
13.1	13.4
13.1	13.5
13.1	13.6
13.1	13.7
13.1	13.8
13.1	13.9
13.1	13.10
13.1	13.11
13.1	13.12
13.1	13.13
13.1	13.14
13.1	13.15
13.1	13.16
13.1	13.17
13.1	13.18
13.1	13.19
13.1	13.20
13.1	13.21
13.1	13.22
13.1	13.23
13.1	13.24
13.1	13.25
13.1	13.26
13.1	13.27
13.1	13.28
13.1	13.29
13.1	13.30
13.1	13.31
13.1	13.32
13.1	13.33
13.1	13.34
13.1	13.35
13.1	13.36
13.1	13.37
13.1	13.38
13.1	13.39
13.1	13.40
13.1	13.41
13.1	13.42
13.1	13.43
13.1	13.44
13.1	13.45
13.1	13.46
13.1	13.47
13.1	13.48
13.1	13.49
13.1	13.50
13.1	13.51
13.1	13.52
13.1	13.53
13.1	13.54
13.1	13.55
13.1	13.56
13.1	13.57
13.1	13.58
13.1	13.59
13.1	13.60
13.1	13.61
13.2	13.62
13.2	13.63
13.2	13.64
13.2	13.65
13.2	13.66
13.2	13.67
13.2	13.68
13.2	13.69
13.2	13.70
13.2	13.71
13.2	13.72
13.2	13.73
13.2	13.74
13.2	13.75
13.2	13.76
13.2	13.77
13.2	13.78
13.2	13.79
13.2	13.80
13.3	13.81
13.3	13.82
13.3	13.83
13.3	13.84
13.3	13.85
13.3	13.86
13.3	13.87
13.3	13.88
13.3	13.89
13.4	13.90
13.4	13.91
13.4	13.92
13.4	13.93
13.5	13.94
13.5	13.95
13.5	13.96
13.5	13.97
13.6	13.98
13.6	13.99
13.6	13.100
13.6	13.101
14.1	14.1
14.1	14.2
14.1	14.3
14.1	14.4
14.1	14.5
14.1	14.6
14.1	14.7
14.1	14.8
14.1	14.9
14.1	14.10
14.1	14.11
14.1	14.12
14.1	14.13
14.1	14.14
14.1	14.15
14.1	14.16
14.1	14.17
14.1	14.18
14.1	14.19
14.1	14.20
14.1	14.21
14.1	14.22
14.1	14.23
14.1	14.24
14.1	14.25
14.1	14.26
14.1	14.27
14.1	14.28
14.1	14.29
14.1	14.30
14.1	14.31
14.1	14.32
14.1	14.33
14.1	14.34
14.1	14.35
14.1	14.36
14.1	14.37
14.1	14.38
14.1	14.39
14.1	14.40
14.1	14.41
14.2	14.42
14.2	14.43
14.2	14.44
14.2	14.45
14.2	14.46
14.2	14.47
14.2	14.48
14.2	14.49
14.2	14.50
14.2	14.51
14.2	14.52
14.2	14.53
14.2	14.54
14.2	14.55
14.3	14.56
14.3	14.57
14.3	14.58
14.3	14.59
14.3	14.60
14.3	14.61
14.3	14.62
14.3	14.63
14.3	14.64
14.3	14.65
14.3	14.66
14.3	14.67
14.4	14.68
14.4	14.69
14.4	14.70
14.4	14.71
14.4	14.72
14.4	14.73
14.4	14.74
14.4	14.75
14.4	14.76
14.4	14.77
14.4	14.78
14.4	14.79
14.5	14.80
14.5	14.81
14.5	14.82
14.5	14.83
14.5	14.84
14.5	14.85
14.6	14.86
14.6	14.87
14.6	14.88
14.6	14.89
14.7	14.90
14.7	14.91
14.7	14.92
14.7	14.93
14.8	14.94
14.8	14.95
14.8	14.96
14.8	14.97
14.9	14.98
14.9	14.99
14.9	14.100
14.9	14.101
15.1	15.1
15.1	15.2
15.1	15.3
15.1	15.4
15.1	15.5
15.1	15.6
15.1	15.7
15.1	15.8
15.1	15.9
15.1	15.10
15.1	15.11
15.1	15.12
15.1	15.13
15.1	15.14
15.1	15.15
15.1	15.16
15.1	15.17
15.1	15.18
15.1	15.19
15.1	15.20
15.1	15.21
15.1	15.22
15.1	15.23
15.1	15.24
15.1	15.25
15.1	15.26
15.1	15.27
15.1	15.28
15.1	15.29
15.1	15.30
15.1	15.31
15.1	15.32
15.1	15.33
15.1	15.34
15.1	15.35
15.1	15.36
15.1	15.37
15.1	15.38
15.1	15.39
15.1	15.40
15.1	15.41
15.2	15.42
15.2	15.43
15.2	15.44
15.2	15.45
15.2	15.46
15.2	15.47
15.2	15.48
15.2	15.49
15.2	15.50
15.2	15.51
15.2	15.52
15.2	15.53
15.2	15.54
15.2	15.55
15.2	15.56
15.2	15.57
15.2	15.58
15.2	15.59
15.2	15.60
15.2	15.61
15.2	15.62
15.2	15.63
15.2	15.64
15.2	15.65
15.2	15.66
15.2	15.67
15.2	15.68
15.2	15.69
15.2	15.70
15.3	15.71
15.3	15.72
15.3	15.73
15.3	15.74
15.3	15.75
15.3	15.76
15.3	15.77
15.3	15.78
15.3	15.79
15.3	15.80
15.3	15.81
15.4	15.82
15.4	15.83
15.4	15.84
15.4	15.85
15.5	15.86
15.5	15.87
15.5	15.88
15.5	15.89
15.6	15.90
15.6	15.91
15.6	15.92
15.6	15.93
15.7	15.94
15.7	15.95
15.7	15.96
15.7	15.97
15.8	15.98
15.8	15.99
15.8	15.100
15.8	15.101
15.9	15.102
15.9	15.103
15.9	15.104
15.9	15.105
15.10	15.106
15.10	15.107
15.10	15.108
15.10	15.109
16.1	16.1
16.1	16.2
16.1	16.3
16.1	16.4
16.1	16.5
16.1	16.6
16.1	16.7
16.1	16.8
16.1	16.9
16.1	16.10
16.1	16.11
16.1	16.12
16.1	16.13
16.1	16.14
16.1	16.15
16.1	16.16
16.1	16.17
16.1	16.18
16.1	16.19
16.1	16.20
16.1	16.21
16.1	16.22
16.1	16.23
16.1	16.24
16.1	16.25
16.1	16.26
16.1	16.27
16.1	16.28
16.1	16.29
16.1	16.30
16.1	16.31
16.1	16.32
16.1	16.33
16.1	16.34
16.1	16.35
16.1	16.36
16.1	16.37
16.1	16.38
16.1	16.39
16.1	16.40
16.1	16.41
16.1	16.42
16.1	16.43
16.1	16.44
16.1	16.45
16.1	16.46
16.1	16.47
16.1	16.48
16.1	16.49
16.1	16.50
16.2	16.51
16.2	16.52
16.2	16.53
16.2	16.54
16.2	16.55
16.2	16.56
16.2	16.57
16.2	16.58
16.2	16.59
16.3	16.60
16.3	16.61
16.3	16.62
16.3	16.63
16.3	16.64
16.3	16.65
16.3	16.66
16.3	16.67
16.3	16.68
16.4	16.69
16.4	16.70
16.4	16.71
16.4	16.72
16.4	16.73
16.4	16.74
16.4	16.75
16.4	16.76
16.4	16.77
16.5	16.78
16.5	16.79
16.5	16.80
16.5	16.81
16.6	16.82
16.6	16.83
16.6	16.84
16.6	16.85
16.7	16.86
16.7	16.87
16.7	16.88
16.7	16.89
16.8	16.90
16.8	16.91
16.8	16.92
16.8	16.93
16.9	16.94
16.9	16.95
16.9	16.96
16.9	16.97
16.10	16.98
16.10	16.99
16.10	16.100
16.10	16.101
17.1	17.1
17.1	17.2
17.1	17.3
17.1	17.4
17.1	17.5
17.1	17.6
17.1	17.7
17.1	17.8
17.1	17.9
17.1	17.10
17.1	17.11
17.1	17.12
17.1	17.13
17.1	17.14
17.1	17.15
17.1	17.16
17.1	17.17
17.1	17.18
17.1	17.19
17.1	17.20
17.1	17.21
17.1	17.22
17.1	17.23
17.1	17.24
17.1	17.25
17.1	17.26
17.1	17.27
17.1	17.28
17.1	17.29
17.1	17.30
17.1	17.31
17.1	17.32
17.1	17.33
17.1	17.34
17.1	17.35
17.1	17.36
17.1	17.37
17.1	17.38
17.1	17.39
17.1	17.40
17.1	17.41
17.1	17.42
17.1	17.43
17.1	17.44
17.1	17.45
17.1	17.46
17.1	17.47
17.1	17.48
17.2	17.49
17.2	17.50
17.2	17.51
17.2	17.52
17.2	17.53
17.2	17.54
17.2	17.55
17.2	17.56
17.2	17.57
17.2	17.58
17.2	17.59
17.2	17.60
17.2	17.61
17.2	17.62
17.2	17.63
17.2	17.64
17.2	17.65
17.2	17.66
17.2	17.67
17.2	17.68
17.2	17.69
17.3	17.70
17.3	17.71
17.3	17.72
17.3	17.73
17.3	17.74
17.3	17.75
17.3	17.76
17.3	17.77
17.3	17.78
17.3	17.79
17.3	17.80
17.4	17.81
17.4	17.82
17.4	17.83
17.4	17.84
17.4	17.85
17.4	17.86
17.4	17.87
17.4	17.88
17.5	17.89
17.5	17.90
17.5	17.91
17.5	17.92
17.5	17.93
17.5	17.94
17.5	17.95
17.6	17.96
17.6	17.97
17.6	17.98
17.6	17.99
18.1	18.1
18.1	18.2
18.1	18.3
18.1	18.4
18.1	18.5
18.1	18.6
18.1	18.7
18.1	18.8
18.1	18.9
18.1	18.10
18.1	18.11
18.1	18.12
18.1	18.13
18.1	18.14
18.1	18.15
18.1	18.16
18.1	18.17
18.1	18.18
18.1	18.19
18.1	18.20
18.1	18.21
18.1	18.22
18.1	18.23
18.1	18.24
18.1	18.25
18.1	18.26
18.1	18.27
18.1	18.28
18.1	18.29
18.1	18.30
18.1	18.31
18.1	18.32
18.1	18.33
18.1	18.34
18.1	18.35
18.1	18.36
18.1	18.37
18.1	18.38
18.1	18.39
18.1	18.40
18.1	18.41
18.1	18.42
18.1	18.43
18.1	18.44
18.1	18.45
18.1	18.46
18.1	18.47
18.1	18.48
18.1	18.49
18.1	18.50
18.1	18.51
18.1	18.52
18.1	18.53
18.1	18.54
18.1	18.55
18.1	18.56
